"","ip","app","device","os","channel","is_attributed","Hour"
"69867",2254,3,1,22,280,0,7
"69868",193559,9,1,13,391,0,8
"69869",11163,3,1,8,280,0,6
"69870",125954,9,1,13,134,0,0
"69871",153631,2,1,32,469,0,47
"69872",103527,12,1,14,212,0,6
"69873",22792,12,1,8,265,0,3
"69874",181163,6,1,19,459,0,11
"69875",117132,18,1,18,439,0,47
"69876",41261,2,1,37,477,0,35
"69877",96017,64,1,13,459,0,6
"69878",79666,2,1,31,237,0,24
"69879",48170,12,1,12,409,0,24
"69880",33884,12,1,13,205,0,12
"69881",67507,3,1,19,280,0,12
"69882",104009,1,1,17,134,0,2
"69883",40317,23,1,19,153,0,8
"69884",113898,3,1,13,379,0,10
"69885",27879,3,1,19,280,0,4
"69886",106460,20,1,41,478,0,25
"69887",39436,18,1,58,107,0,23
"69888",158510,9,1,17,258,0,17
"69889",67560,18,1,19,134,0,0
"69890",19225,12,1,17,178,0,26
"69891",114065,2,1,17,435,0,5
"69892",10316,9,1,19,334,0,0
"69893",168318,3,1,13,280,0,3
"69894",96224,15,1,17,245,0,19
"69895",102053,12,1,15,259,0,17
"69896",5118,3,1,13,280,0,1
"69897",42649,2,1,6,237,0,8
"69898",114276,95,3866,866,347,0,0
"69899",2563,3,1,19,19,0,0
"69900",69489,3,1,13,280,0,32
"69901",26995,425,3543,748,347,0,26
"69902",353,2,1,13,219,0,33
"69903",40767,12,1,13,409,0,1
"69904",101096,20,2,42,259,0,28
"69905",43959,1,1,18,118,0,1
"69906",125482,18,1,13,376,0,18
"69907",121472,26,1,27,121,0,1
"69908",41272,6,1,18,459,0,14
"69909",98531,12,1,19,328,0,3
"69910",73516,12,1,13,259,0,33
"69911",40909,2,1,16,219,0,2
"69912",161822,2,2,13,205,0,24
"69913",56268,3,1,19,19,0,4
"69914",108913,18,1,18,134,0,11
"69915",52557,14,1,10,379,0,28
"69916",64228,12,1,8,124,0,31
"69917",59527,12,1,19,259,0,3
"69918",44668,15,1,10,245,0,29
"69919",6313,15,1,19,140,0,1
"69920",87779,3,1,13,379,0,6
"69921",46160,14,1,13,360,0,3
"69922",131107,3,1,20,424,0,12
"69923",432,2,1,13,477,0,17
"69924",117246,1,1,17,17,0,12
"69925",40125,12,1,19,178,0,6
"69926",11174,3,1,13,452,0,28
"69927",109252,2,2,17,243,0,25
"69928",26995,15,1,19,245,0,1
"69929",89210,23,1,47,153,0,21
"69930",26490,21,1,13,128,0,26
"69931",30296,18,1,13,121,0,30
"69932",78939,3,1,13,115,0,33
"69933",85644,7,1,12,101,0,30
"69934",5314,20,1,13,259,0,34
"69935",116670,20,1,20,259,0,26
"69936",1815,3,1,13,280,0,7
"69937",121039,18,1,25,107,0,4
"69938",135458,64,1,13,459,0,37
"69939",122972,18,3032,607,107,0,28
"69940",14615,3,1,11,402,0,21
"69941",4486,3,1,28,280,0,1
"69942",7538,2,1,17,236,0,1
"69943",43166,23,1,13,153,0,29
"69944",55003,3,1,41,173,0,24
"69945",43322,3,1,17,280,0,6
"69946",41725,15,1,23,3,0,31
"69947",118339,12,1,19,245,0,47
"69948",21925,2,1,19,469,0,27
"69949",194094,13,1,13,477,0,13
"69950",50558,12,1,9,205,0,44
"69951",8096,1,1,19,135,0,0
"69952",118252,3,1,64,402,0,25
"69953",22933,15,1,19,245,0,11
"69954",120288,18,1,31,134,0,18
"69955",125363,15,1,20,245,0,29
"69956",158417,1,1,19,134,0,37
"69957",31455,18,3032,607,107,0,29
"69958",5425,9,1,18,134,0,6
"69959",23402,15,1,19,120,0,25
"69960",90484,1,1,13,349,0,21
"69961",95820,7,1,37,101,0,24
"69962",180545,2,1,19,477,0,11
"69963",14112,9,1,34,215,0,34
"69964",175837,2,1,17,205,0,28
"69965",162640,14,1,19,118,0,43
"69966",118696,3,1,3,135,0,10
"69967",67716,9,1,22,322,0,17
"69968",5314,15,2,31,245,0,26
"69969",124006,2,1,19,477,0,47
"69970",108858,18,1,19,107,0,14
"69971",125050,18,1,15,134,0,15
"69972",23484,12,1,16,205,0,8
"69973",110269,2,1,20,401,0,37
"69974",40631,9,1,22,215,0,1
"69975",223720,3,1,19,480,0,18
"69976",48170,2,1,42,237,0,46
"69977",182193,3,1,13,130,0,2
"69978",53969,18,1,1,107,0,9
"69979",55339,2,1,19,237,0,3
"69980",73452,28,1,13,135,0,26
"69981",150605,18,1,1,121,0,25
"69982",92712,12,1,19,326,0,10
"69983",20242,6,1,13,125,0,3
"69984",22072,3,1,18,280,0,8
"69985",362597,3,1,13,135,0,23
"69986",204824,15,1,19,245,0,33
"69987",232759,9,2,11,134,0,42
"69988",407,9,1,19,134,0,2
"69989",75634,64,2,17,459,0,0
"69990",148182,15,1,19,245,0,4
"69991",90976,1,1,13,150,0,7
"69992",118284,2,1,18,205,0,34
"69993",19248,3,1,18,409,0,2
"69994",168996,2,1,53,477,0,8
"69995",34936,14,1,13,480,0,13
"69996",44744,12,2,6,178,0,23
"69997",201529,3,1,19,280,0,2
"69998",75684,8,1,19,140,0,19
"69999",87554,21,1,15,232,0,30
"70000",173857,32,1,15,376,0,28
"70001",189764,14,1,13,489,0,0
"70002",5168,13,1,13,400,0,17
"70003",87816,3,1,13,280,0,10
"70004",5348,12,1,16,19,0,24
"70005",15654,3,1,30,115,0,20
"70006",83230,15,1,1,315,0,22
"70007",110520,9,1,3,232,0,18
"70008",88192,9,1,17,127,0,26
"70009",80140,15,1,19,245,0,33
"70010",278545,104,0,0,101,0,22
"70011",196380,13,1,13,400,0,0
"70012",81550,3,1,19,452,0,33
"70013",168489,12,1,8,140,0,14
"70014",119531,3,1,15,280,0,23
"70015",18886,18,3032,607,107,0,20
"70016",153637,1,1,19,153,0,7
"70017",68808,1,1,10,134,0,8
"70018",52660,3,1,19,424,0,21
"70019",14230,3,1,19,280,0,23
"70020",13597,8,1,6,145,0,46
"70021",37255,8,2,19,145,0,22
"70022",47377,12,1,19,140,0,9
"70023",20784,12,1,19,19,0,33
"70024",105649,2,2,58,122,0,15
"70025",51739,2,1,19,469,0,10
"70026",105156,3,1,19,280,0,30
"70027",34137,12,1,25,481,0,23
"70028",62016,12,1,20,178,0,3
"70029",14271,3,1,27,19,0,23
"70030",34769,14,1,28,439,0,13
"70031",88202,3,1,13,280,0,5
"70032",108821,3,1,17,480,0,16
"70033",122038,18,1,1,107,0,20
"70034",80762,9,1,15,244,0,5
"70035",82133,1,1,32,439,0,29
"70036",31564,1,1,19,377,0,10
"70037",101062,3,1,8,280,0,25
"70038",267098,18,1,22,121,0,15
"70039",61048,18,1,9,379,0,11
"70040",49364,9,1,19,489,0,5
"70041",93054,12,1,19,265,0,33
"70042",3994,15,1,13,245,0,18
"70043",218581,21,1,13,128,0,47
"70044",137571,9,1,19,244,0,5
"70045",152000,19,0,24,213,0,11
"70046",170798,12,1,20,245,0,5
"70047",50482,64,1,17,459,0,24
"70048",40022,12,2,13,140,0,22
"70049",44067,2,1,1,236,0,10
"70050",73767,9,1,19,466,0,21
"70051",7120,3,1,17,280,0,29
"70052",61082,21,1,17,128,0,6
"70053",7308,27,1,18,153,0,8
"70054",83230,12,1,53,265,0,2
"70055",67944,11,1,19,319,0,17
"70056",105485,2,1,37,205,0,31
"70057",64209,3,1,13,280,0,25
"70058",176631,12,1,13,265,0,8
"70059",145798,12,1,19,265,0,29
"70060",19824,12,1,13,205,0,13
"70061",37357,2,1,16,122,0,14
"70062",53946,9,1,19,127,0,20
"70063",271020,18,1,13,107,0,12
"70064",14692,3,1,6,371,0,1
"70065",58072,12,1,13,409,0,14
"70066",29322,15,1,19,278,0,21
"70067",89607,9,1,19,334,0,10
"70068",280081,15,1,8,245,0,1
"70069",45929,3,1,18,280,0,19
"70070",103339,3,1,32,19,0,3
"70071",270724,8,1,17,140,0,4
"70072",39306,15,1,22,245,0,15
"70073",550,15,2,19,3,0,29
"70074",5314,1,2,8,134,0,25
"70075",100275,12,1,15,245,0,13
"70076",64639,12,2,9,259,0,36
"70077",74013,3,1,13,280,0,9
"70078",231292,3,1,13,317,0,17
"70079",146789,3,1,30,211,0,29
"70080",7538,3,1,13,280,0,25
"70081",20901,3,1,25,280,0,5
"70082",127454,9,1,3,134,0,45
"70083",44410,9,1,22,489,0,25
"70084",42596,18,1,17,107,0,19
"70085",100148,64,1,25,459,0,21
"70086",37801,9,1,20,244,0,33
"70087",81662,9,2,58,244,0,25
"70088",43477,12,1,13,178,0,15
"70089",60355,15,1,19,412,0,29
"70090",34135,13,1,19,477,0,28
"70091",170060,14,1,6,463,0,3
"70092",114904,9,2,9,442,0,32
"70093",31624,3,1,40,280,0,4
"70094",45944,3,1,28,113,0,5
"70095",95766,15,1,13,245,0,17
"70096",70522,26,1,32,121,0,23
"70097",121472,3,1,17,280,0,9
"70098",164216,18,1,37,107,0,11
"70099",42585,9,1,17,215,0,47
"70100",75634,14,1,19,442,0,42
"70101",176243,45,1,10,5,1,16
"70102",167368,9,1,13,134,0,39
"70103",10216,3,1,20,280,0,22
"70104",4476,3,1,13,379,0,17
"70105",103396,18,1,13,107,0,27
"70106",161640,23,1,53,153,0,20
"70107",41425,11,1,47,487,0,47
"70108",4720,26,1,14,121,0,32
"70109",103773,15,1,44,245,0,31
"70110",195729,12,1,17,245,0,18
"70111",95411,9,1,10,134,0,22
"70112",71458,14,1,19,349,0,25
"70113",53964,7,1,13,101,0,17
"70114",15967,13,1,87,477,0,27
"70115",27607,28,1,10,135,0,10
"70116",72750,12,1,13,140,0,34
"70117",174887,3,1,19,280,0,39
"70118",145619,3,1,1,442,0,34
"70119",289086,3,1,41,211,0,16
"70120",67409,32,1,25,376,0,28
"70121",99130,23,1,13,153,0,46
"70122",74978,9,1,19,127,0,44
"70123",14266,3,1,15,19,0,3
"70124",114220,12,1,18,265,0,2
"70125",265668,9,1,47,445,0,26
"70126",126285,15,1,10,153,0,27
"70127",135720,26,1,19,266,0,5
"70128",154868,3,1,19,452,0,30
"70129",312497,12,1,13,265,0,27
"70130",2810,3,1,13,115,0,0
"70131",269699,3,1,19,409,0,9
"70132",77548,13,1,19,477,0,27
"70133",118648,22,1,10,116,0,34
"70134",98083,9,1,19,145,0,30
"70135",88128,9,1,13,232,0,27
"70136",105510,13,1,15,469,0,12
"70137",50169,3,1,19,452,0,29
"70138",66778,9,1,19,134,0,34
"70139",94115,9,1,13,134,0,44
"70140",104470,3,1,13,115,0,7
"70141",104568,2,1,13,477,0,42
"70142",99024,3,1,25,280,0,17
"70143",133277,1,1,19,101,0,5
"70144",5788,18,1,6,107,0,20
"70145",80690,3,1,19,489,0,12
"70146",24932,23,1,174,153,0,15
"70147",51017,24,1,13,105,0,34
"70148",10967,12,1,13,178,0,4
"70149",120694,15,1,17,386,0,16
"70150",204498,12,1,10,424,0,0
"70151",108641,3,1,22,280,0,2
"70152",105560,1,1,41,134,0,34
"70153",212215,15,1,13,315,0,40
"70154",81662,27,1,18,122,0,21
"70155",91694,2,1,19,435,0,12
"70156",111468,3,2,13,280,0,8
"70157",94877,13,1,13,477,0,7
"70158",33870,15,1,13,140,0,26
"70159",4963,3,1,19,280,0,31
"70160",15333,12,1,13,245,0,0
"70161",264979,15,1,17,278,0,28
"70162",40123,24,1,13,105,0,20
"70163",99054,21,1,13,128,0,20
"70164",70994,9,1,13,445,0,24
"70165",5704,11,1,13,469,0,34
"70166",23378,2,1,13,477,0,14
"70167",273796,15,1,13,245,0,2
"70168",118975,1,1,13,153,0,2
"70169",88124,1,1,17,377,0,0
"70170",224325,3,1,18,424,0,25
"70171",111920,3,1,19,115,0,2
"70172",52510,18,1,19,107,0,20
"70173",109723,28,1,1,135,0,23
"70174",71969,3,1,19,205,0,1
"70175",1661,15,1,19,245,0,30
"70176",71133,9,1,19,489,0,21
"70177",103677,26,1,13,121,0,15
"70178",97773,3,1,19,280,0,28
"70179",82214,1,1,28,125,0,42
"70180",317056,3,1,40,402,0,25
"70181",19743,18,1,23,376,0,18
"70182",118229,6,1,9,125,0,27
"70183",115263,15,1,23,245,0,14
"70184",108947,26,1,13,121,0,30
"70185",194630,12,1,10,328,0,12
"70186",28739,15,1,22,245,0,19
"70187",32739,2,1,19,219,0,25
"70188",58871,3,1,18,280,0,11
"70189",140449,18,1,13,107,0,15
"70190",41659,3,1,19,409,0,25
"70191",28123,9,1,22,442,0,2
"70192",10482,3,1,19,280,0,10
"70193",115655,19,0,29,213,1,0
"70194",64464,15,1,40,265,0,34
"70195",43793,2,1,13,477,0,13
"70196",95145,14,1,22,379,0,29
"70197",106333,3,1,22,173,0,13
"70198",309794,18,1,18,107,0,8
"70199",41301,13,1,10,477,0,27
"70200",189673,15,1,19,245,0,33
"70201",92735,12,1,26,259,0,6
"70202",62411,8,1,17,140,0,37
"70203",20839,2,1,12,258,0,27
"70204",17149,2,2,19,205,0,47
"70205",116974,11,1,8,173,0,1
"70206",73516,3,1,46,280,0,1
"70207",5425,2,1,13,477,0,24
"70208",97500,2,1,17,435,0,16
"70209",81548,9,1,8,232,0,18
"70210",5348,3,1,19,280,0,24
"70211",352848,3,1,1,280,0,3
"70212",47433,3,1,19,280,0,9
"70213",59847,2,1,19,469,0,3
"70214",97126,15,1,41,315,0,47
"70215",86198,12,1,20,178,0,33
"70216",201675,15,1,13,386,0,30
"70217",90833,14,1,19,379,0,44
"70218",256616,3,1,17,211,0,23
"70219",88053,23,1,32,153,0,24
"70220",215008,2,2,4,237,0,22
"70221",99779,18,1,25,107,0,23
"70222",124608,9,1,19,232,0,1
"70223",49407,9,1,37,244,0,25
"70224",80372,12,1,18,245,0,42
"70225",117858,14,1,6,379,0,31
"70226",58838,15,1,19,379,0,25
"70227",42103,64,1,39,459,0,44
"70228",134702,2,1,13,401,0,46
"70229",90652,9,1,22,489,0,32
"70230",61572,11,1,18,481,0,30
"70231",32356,2,1,13,236,0,3
"70232",100654,9,1,26,232,0,23
"70233",16605,9,1,13,244,0,12
"70234",148895,15,1,6,153,0,29
"70235",47273,12,2,25,140,0,29
"70236",49633,9,1,20,466,0,26
"70237",94188,26,1,19,121,0,3
"70238",41203,12,1,25,259,0,30
"70239",108607,2,1,19,469,0,29
"70240",35876,3,1,19,130,0,8
"70241",130909,18,1,13,107,0,26
"70242",99927,14,1,19,480,0,20
"70243",125339,18,1,20,134,0,2
"70244",162851,3,1,13,130,0,44
"70245",86479,3,1,3,205,0,15
"70246",102235,2,1,13,258,0,26
"70247",135659,18,1,17,134,0,1
"70248",131100,3,1,20,173,0,11
"70249",27159,12,1,13,178,0,8
"70250",107785,12,1,19,265,0,46
"70251",26995,9,1,13,445,0,11
"70252",194503,9,1,19,107,0,26
"70253",66596,2,1,19,317,0,30
"70254",117898,12,2,17,328,0,7
"70255",44673,10,1,19,377,0,25
"70256",89562,1,2,9,125,0,19
"70257",54095,6,1,13,125,0,27
"70258",120673,2,1,13,236,0,3
"70259",115265,2,1,13,243,0,7
"70260",28222,18,1,13,107,0,13
"70261",8718,12,1,37,259,0,33
"70262",29489,15,1,19,3,0,30
"70263",71601,29,1,32,343,0,21
"70264",127160,12,1,12,178,0,3
"70265",46726,2,1,6,477,0,36
"70266",106537,3,1,11,452,0,9
"70267",29042,9,1,19,127,0,19
"70268",37919,18,1,13,134,0,35
"70269",180077,15,1,47,315,0,0
"70270",197382,32,1,36,376,0,20
"70271",86402,3,1,15,211,0,24
"70272",90494,15,1,13,153,0,0
"70273",48240,2,1,19,377,0,16
"70274",73278,18,1,18,107,0,46
"70275",8048,18,1,23,376,0,26
"70276",125271,21,1,13,232,0,32
"70277",8292,13,1,19,469,0,12
"70278",3225,2,1,19,236,0,8
"70279",264987,19,0,24,213,1,10
"70280",202637,13,1,16,477,0,3
"70281",119823,15,1,13,379,0,19
"70282",115715,20,2,28,259,0,22
"70283",135912,15,1,18,386,0,9
"70284",67734,12,2,18,265,0,15
"70285",55642,9,1,13,334,0,47
"70286",37972,6,1,20,459,0,9
"70287",48142,26,1,6,121,0,8
"70288",209663,3,1,13,280,0,7
"70289",263406,12,1,17,245,0,7
"70290",73516,3,1,13,130,0,29
"70291",93542,2,2,9,317,0,26
"70292",112302,2,1,19,317,0,19
"70293",14792,12,1,22,178,0,26
"70294",56195,9,1,3,334,0,0
"70295",79857,12,1,13,245,0,37
"70296",185871,3,1,19,280,0,10
"70297",112302,56,1,19,406,0,19
"70298",97684,3,1,19,280,0,12
"70299",22670,2,1,19,237,0,0
"70300",30835,6,1,32,125,0,21
"70301",128104,14,1,19,379,0,17
"70302",85644,12,1,19,205,0,22
"70303",78366,2,1,46,477,0,13
"70304",76339,12,1,15,265,0,29
"70305",944,18,1,19,121,0,47
"70306",9331,3,1,20,280,0,28
"70307",93054,21,1,19,128,0,6
"70308",11483,24,1,16,105,0,35
"70309",57606,9,1,13,215,0,4
"70310",5348,21,1,17,232,0,7
"70311",45467,12,1,13,178,0,23
"70312",67068,3,1,37,280,0,9
"70313",97744,15,1,13,3,0,30
"70314",192946,12,1,19,259,0,5
"70315",73043,15,1,22,412,0,13
"70316",107364,15,1,19,3,0,9
"70317",152500,15,1,22,278,0,28
"70318",84257,32,1,31,376,0,25
"70319",5314,15,1,18,379,0,24
"70320",57364,23,1,13,153,0,15
"70321",119251,2,1,14,452,0,7
"70322",6173,12,1,14,481,0,8
"70323",80000,3,1,20,442,0,8
"70324",147392,18,1,22,439,0,30
"70325",53454,9,1,13,134,0,27
"70326",133591,18,1,19,439,0,28
"70327",214021,1,1,19,153,0,20
"70328",92878,15,1,13,379,0,6
"70329",104954,9,1,13,232,0,3
"70330",188181,12,1,13,497,0,4
"70331",5621,64,1,2,459,0,22
"70332",111904,3,1,16,137,0,21
"70333",44302,15,1,13,245,0,24
"70334",193642,3,1,17,280,0,10
"70335",31859,2,1,8,317,0,21
"70336",88340,3,1,13,379,0,20
"70337",201182,18,1,3,107,0,20
"70338",73065,2,1,19,435,0,1
"70339",51164,2,1,13,237,0,8
"70340",47411,1,1,19,153,0,25
"70341",66614,21,1,19,128,0,16
"70342",110064,13,1,4,400,0,30
"70343",3332,9,1,41,215,0,10
"70344",55662,18,3032,607,107,0,22
"70345",5348,2,1,207,452,0,34
"70346",163448,12,2,13,140,0,46
"70347",32455,15,1,25,430,0,30
"70348",31415,18,1,6,107,0,23
"70349",108341,2,1,19,205,0,8
"70350",89889,9,1,13,334,0,27
"70351",186448,15,1,36,130,0,5
"70352",61877,2,1,35,477,0,32
"70353",43959,12,1,19,178,0,27
"70354",52987,2,1,10,237,0,0
"70355",116780,6,1,19,459,0,21
"70356",125169,3,1,13,280,0,9
"70357",53082,13,1,19,477,0,2
"70358",57363,2,1,17,212,0,27
"70359",22758,23,1,22,153,0,0
"70360",5348,21,1,19,232,0,26
"70361",93587,26,1,19,121,0,37
"70362",97541,20,1,13,259,0,3
"70363",90691,3,1,17,480,0,30
"70364",62165,3,1,19,280,0,14
"70365",152870,3,1,19,135,0,22
"70366",8655,12,1,15,178,0,24
"70367",5333,15,1,19,245,0,21
"70368",105160,7,1,20,101,0,12
"70369",51536,3,1,11,280,0,9
"70370",8310,15,1,9,140,0,43
"70371",140554,15,1,23,265,0,5
"70372",119067,9,1,17,466,0,24
"70373",90264,7,1,19,101,0,12
"70374",35129,3,1,28,417,0,16
"70375",37763,3,1,19,115,0,20
"70376",2254,9,1,13,334,0,15
"70377",275853,3,1,17,280,0,8
"70378",104502,12,1,20,219,0,6
"70379",170923,9,1,17,232,0,27
"70380",38763,12,1,32,245,0,32
"70381",161737,12,1,13,265,0,31
"70382",124314,9,1,13,442,0,22
"70383",76932,6,1,13,459,0,5
"70384",3964,21,2,17,128,0,28
"70385",83688,3,1,13,280,0,16
"70386",241547,3,1,4,280,0,28
"70387",59395,9,1,58,442,0,11
"70388",168944,12,1,26,328,0,9
"70389",72131,12,1,27,328,0,39
"70390",281490,12,1,6,212,0,8
"70391",68682,3,1,20,19,0,1
"70392",35443,3,1,19,489,0,10
"70393",53469,12,1,10,19,0,3
"70394",97646,9,1,10,244,0,30
"70395",112487,1,1,19,134,0,38
"70396",53664,15,1,19,130,0,15
"70397",192709,6,1,19,459,0,10
"70398",251346,15,1,19,130,0,33
"70399",332632,9,1,19,127,0,23
"70400",26766,12,1,20,178,0,0
"70401",59967,3,1,19,317,0,17
"70402",178851,2,1,53,205,0,22
"70403",335690,9,1,18,466,0,25
"70404",76853,2,1,13,212,0,17
"70405",29748,15,1,28,386,0,20
"70406",106641,18,1,19,107,0,44
"70407",120119,14,1,19,480,0,7
"70408",100393,23,1,17,153,0,28
"70409",309031,12,1,13,140,0,26
"70410",97773,23,1,17,153,0,28
"70411",100971,18,1,1,439,0,32
"70412",123896,11,1,19,173,0,1
"70413",103377,1,1,44,124,0,3
"70414",84931,3,1,31,280,0,10
"70415",175837,2,2,49,205,0,15
"70416",15517,3,1,10,280,0,15
"70417",34158,14,1,13,360,0,1
"70418",1810,1,1,6,137,0,19
"70419",258766,21,1,19,128,0,20
"70420",68987,15,1,10,245,0,9
"70421",29804,15,1,18,245,0,8
"70422",119002,14,1,13,379,0,29
"70423",7522,9,1,46,258,0,2
"70424",38142,26,1,13,266,0,9
"70425",107813,18,1,13,107,0,44
"70426",85644,18,1,13,121,0,23
"70427",70975,3,1,13,280,0,15
"70428",83340,12,1,19,160,0,47
"70429",79827,3,1,19,205,0,35
"70430",25152,3,1,13,317,0,17
"70431",5314,2,1,13,477,0,45
"70432",105739,15,1,49,245,0,6
"70433",16605,15,1,13,386,0,10
"70434",20720,18,1,10,107,0,1
"70435",107716,64,1,14,459,0,6
"70436",125312,21,1,13,232,0,45
"70437",103860,8,1,19,145,0,19
"70438",48215,2,1,27,212,0,13
"70439",31536,3,1,23,19,0,26
"70440",17321,3,1,19,115,0,16
"70441",217752,14,1,35,379,0,17
"70442",120148,9,1,25,445,1,10
"70443",151025,21,1,19,232,0,15
"70444",53635,3,1,13,489,0,22
"70445",124686,9,1,18,258,0,11
"70446",55032,9,1,8,134,0,29
"70447",78959,1,1,13,137,0,17
"70448",201182,15,1,19,3,0,41
"70449",93004,13,1,9,477,0,8
"70450",4052,15,1,16,245,0,24
"70451",24865,3,1,13,280,0,12
"70452",61974,15,1,27,140,0,17
"70453",63713,1,1,19,452,0,30
"70454",58700,2,1,25,452,0,32
"70455",103672,6,1,13,459,0,35
"70456",148050,18,1,19,439,0,6
"70457",113818,15,1,19,278,0,31
"70458",43993,18,1,41,107,0,4
"70459",113728,15,1,13,130,0,21
"70460",37513,11,1,18,319,0,7
"70461",122282,27,1,17,153,0,3
"70462",54769,36,1,13,373,0,47
"70463",60580,7,1,6,101,0,12
"70464",118563,26,1,35,121,0,18
"70465",23203,11,1,19,173,0,8
"70466",69078,14,1,19,463,0,18
"70467",61667,9,1,17,244,0,28
"70468",18703,2,1,17,469,0,12
"70469",256399,15,1,19,315,0,26
"70470",48418,12,2,10,178,0,27
"70471",73487,6,2,43,125,0,1
"70472",78553,3,1,13,452,0,0
"70473",16375,12,1,16,245,0,10
"70474",10392,9,1,10,244,0,14
"70475",5178,12,2,9,178,0,7
"70476",89318,9,1,18,232,0,2
"70477",28228,29,1,19,343,0,25
"70478",97738,9,1,22,489,0,46
"70479",2603,13,1,13,400,0,9
"70480",95766,14,1,20,439,0,2
"70481",48240,13,1,32,477,0,20
"70482",18869,3,1,13,280,0,32
"70483",27151,24,1,13,105,0,31
"70484",85188,12,1,8,259,0,0
"70485",145008,12,1,8,259,0,34
"70486",8330,18,1,19,107,0,1
"70487",87879,3,1,17,280,0,0
"70488",30572,9,1,3,445,0,11
"70489",85331,27,1,15,153,0,9
"70490",123832,22,1,13,116,0,23
"70491",145253,12,1,41,205,0,14
"70492",223670,18,1,3,107,0,18
"70493",127258,6,1,1,125,0,44
"70494",93790,15,1,13,245,0,4
"70495",16399,2,1,19,237,0,7
"70496",39784,12,1,36,140,0,31
"70497",59411,3,1,19,280,0,32
"70498",175837,9,1,6,215,0,6
"70499",133874,9,1,20,489,0,28
"70500",33468,11,1,19,219,0,11
"70501",7039,3,1,13,489,0,2
"70502",60666,2,2,8,236,0,11
"70503",28091,18,1,13,134,0,7
"70504",22967,15,1,19,412,0,28
"70505",86396,9,1,13,466,0,15
"70506",84612,26,1,6,121,0,12
"70507",174091,5,1,30,113,1,17
"70508",209423,27,1,10,122,0,9
"70509",92951,14,1,19,489,0,16
"70510",45336,18,1,13,379,0,27
"70511",349784,9,1,37,445,0,11
"70512",12505,2,2,13,205,0,10
"70513",176769,14,2,30,401,0,21
"70514",5417,3,1,13,424,0,15
"70515",25858,12,1,19,212,0,28
"70516",242596,2,1,20,219,0,1
"70517",29952,12,1,35,259,0,4
"70518",4863,14,2,17,463,0,3
"70519",5729,2,1,19,237,0,23
"70520",149155,3,1,40,280,0,16
"70521",81895,3,1,18,280,0,5
"70522",106241,14,1,13,463,0,23
"70523",32490,9,1,19,134,0,46
"70524",98274,3,1,19,173,0,7
"70525",23064,26,1,13,477,0,12
"70526",5147,2,1,19,237,0,6
"70527",10155,150,1,13,110,0,10
"70528",43793,2,1,47,401,0,46
"70529",22780,1,1,27,134,0,10
"70530",31752,9,1,22,258,0,21
"70531",34537,3,1,17,205,0,9
"70532",135100,18,1,13,107,0,47
"70533",62225,9,1,7,466,0,1
"70534",50518,15,1,13,278,0,35
"70535",250740,15,1,13,153,0,29
"70536",81896,9,2,13,232,0,25
"70537",59405,13,1,17,477,0,6
"70538",31653,64,1,17,459,0,6
"70539",7925,8,2,52,259,0,47
"70540",67203,12,1,1,481,0,46
"70541",226634,2,1,41,236,0,12
"70542",106171,3,1,13,130,0,0
"70543",353,15,1,9,140,0,27
"70544",93158,28,1,10,135,0,31
"70545",18703,2,1,8,205,0,22
"70546",39493,9,1,13,244,0,21
"70547",110237,12,1,13,409,0,8
"70548",5178,26,1,13,121,0,15
"70549",77949,15,1,20,245,0,30
"70550",63093,2,1,20,122,0,9
"70551",45181,12,1,15,497,0,15
"70552",5314,21,1,19,232,0,19
"70553",55404,21,2,13,128,0,26
"70554",3183,64,1,19,459,0,25
"70555",9946,2,1,22,435,0,12
"70556",329690,2,1,27,477,0,6
"70557",119921,3,1,13,379,0,18
"70558",79827,7,1,19,101,0,24
"70559",48170,9,1,40,466,0,6
"70560",77361,27,1,41,153,0,18
"70561",28780,3,1,3,115,0,24
"70562",35155,2,1,1,477,0,1
"70563",144604,2,1,10,435,0,5
"70564",119531,3,1,18,115,0,28
"70565",103322,2,1,13,219,0,22
"70566",52676,12,1,25,259,0,26
"70567",73516,14,1,19,442,0,35
"70568",47772,9,1,8,232,0,14
"70569",18251,26,1,13,477,0,30
"70570",4052,12,2,9,265,0,23
"70571",248202,12,1,25,242,0,12
"70572",65700,6,1,17,459,0,24
"70573",76744,8,2,17,145,0,1
"70574",53066,12,1,13,242,0,30
"70575",105560,18,1,19,449,0,5
"70576",106063,15,1,19,245,0,20
"70577",1697,1,1,12,134,0,1
"70578",58741,21,1,19,128,0,32
"70579",16775,2,1,15,477,0,13
"70580",22978,12,1,13,265,0,13
"70581",193434,9,1,20,234,0,28
"70582",54039,2,1,25,236,0,10
"70583",29467,21,1,13,128,0,34
"70584",19014,3,1,11,137,0,47
"70585",96276,3,1,13,280,0,16
"70586",48615,14,1,34,489,0,9
"70587",133535,3,1,18,205,0,2
"70588",55705,23,1,13,153,0,47
"70589",58700,3,1,9,280,0,13
"70590",245597,18,1,19,107,0,13
"70591",120481,14,1,41,360,0,0
"70592",93753,9,1,25,258,0,17
"70593",7119,3,1,22,442,0,7
"70594",201182,2,1,3,435,0,26
"70595",42207,15,1,25,111,0,20
"70596",348177,19,0,0,213,0,7
"70597",73189,15,1,6,245,0,10
"70598",96216,18,1,13,134,0,6
"70599",81121,2,1,13,477,0,31
"70600",17717,2,1,19,477,0,14
"70601",69127,12,1,6,265,0,6
